id,name_en,name_de,name_es,category,force_type,mechanic,difficulty,equipment,body_part,primary_muscles,secondary_muscles,goals,tags,met,is_unilateral,is_bodyweight,description_en,instructions_en,image_flat_start,image_flat_peak,image_flat_main
kettlebell-swing,Kettlebell Swing,Kettlebell-Swing,Swing con pesa rusa,strength,dynamic,compound,intermediate,kettlebell,upper_legs,gluteus_maximus|hamstrings,erector_spinae|quadriceps,power|endurance,leg_day|shoulder_safe|knee_safe,8.0,False,False,An explosive hip-hinge movement using a kettlebell for power and conditioning.,"Stand with feet shoulder-width apart, kettlebell on the floor in front. | Hinge at the hips, grip the kettlebell, and hike it back between your legs. | Explosively drive your hips forward to swing the kettlebell to chest height. | Let the kettlebell swing back between your legs. | Repeat in a fluid motion.",images/flat/kettlebell-swing-start.webp,images/flat/kettlebell-swing-peak.webp,
kettlebell-swing-clean,Kettlebell Swing Clean,Kettlebell-Swing-Clean,Swing y cargada con pesa rusa,olympic,dynamic,compound,intermediate,kettlebell,full_body,gluteus_maximus|hamstrings,anterior_deltoid|erector_spinae|trapezius,power|strength,,8.0,False,False,A hip-driven clean swinging the kettlebell from between the legs up to the shoulder rack position.,"Stand with feet shoulder-width apart, kettlebell between your feet. | Hinge at the hips and grip the handle with one hand. | Swing the kettlebell back between your legs. | Drive your hips forward to pull the kettlebell up to your shoulder. | Catch the kettlebell in the rack position on your shoulder. | Complete reps on one side, then switch.",images/flat/kettlebell-swing-clean-start.webp,images/flat/kettlebell-swing-clean-peak.webp,
kettlebell-turkish-get-ups,Kettlebell Turkish Get Ups,Türkisch Aufstehen mit Kettlebell,Levantamiento Turco con Kettlebell,strength,push,compound,intermediate,kettlebell,full_body,anterior_deltoid|gluteus_maximus|rectus_abdominis,obliques|quadriceps|triceps_brachii,hypertrophy|strength,lower_back_safe|shoulder_safe|no_axial_load|knee_safe,6.0,False,False,"A full-body kettlebell exercise that moves from lying to standing while holding the weight locked out overhead, training total-body strength, stability, and mobility.","Lie on your back holding a kettlebell pressed overhead in one hand. | Bend the knee on the same side and plant the foot flat. | Roll up onto your opposite elbow, then to your hand. | Drive your hips up and sweep your straight leg back into a lunge. | Stand up fully while keeping the kettlebell locked out overhead. | Reverse the sequence to return to the start.",images/flat/kettlebell-turkish-get-ups-start.webp,images/flat/kettlebell-turkish-get-ups-peak.webp,
kettlebell-windmills,Kettlebell Windmills,Kettlebell Windmill,Molino de Viento con Pesa Rusa,strength,pull,compound,intermediate,kettlebell,full_body,anterior_deltoid|obliques,erector_spinae|gluteus_maximus|hamstrings,hypertrophy|strength,lower_back_safe|shoulder_safe|no_axial_load|knee_safe,5.0,False,False,"A kettlebell exercise hinging sideways under a locked-out overhead weight, training oblique strength and shoulder stability.","Stand holding a kettlebell locked out overhead in one hand. | Turn your feet about 45 degrees away from the working arm. | Keeping the kettlebell up, hinge at the hips sideways. | Reach your opposite hand down toward your foot. | Drive your hips back to stand up tall. | Complete reps on one side, then switch.",images/flat/kettlebell-windmills-start.webp,images/flat/kettlebell-windmills-peak.webp,
knee-push-ups,Knee Push Ups,Knie Push-Up,Push-Up en Rodillas,strength,push,compound,beginner,,chest,pectoralis_major,anterior_deltoid|rectus_abdominis|triceps_brachii,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe,5.0,False,True,"A beginner-friendly push-up variation performed from the knees, reducing bodyweight load while building chest and triceps strength.",Start in a push-up position with your knees on the floor. | Place your hands shoulder-width apart on the ground. | Keep your body in a straight line from knees to shoulders. | Lower your chest toward the floor by bending your elbows. | Press through your hands to return to the starting position. | Repeat for the desired number of reps.,images/flat/knee-push-ups-start.webp,images/flat/knee-push-ups-peak.webp,
kneeling-cable-row,Kneeling Cable Row,Kniender Kabelzug-Rudern,Remo en Polea Arrodillado,strength,pull,compound,beginner,cable,back,latissimus_dorsi,biceps_brachii|posterior_deltoid|rhomboids|trapezius,hypertrophy,pull_day|lower_back_safe,6.0,False,False,"A cable row performed from a tall kneeling position, eliminating hip drive and keeping tension on the upper back throughout.",Set a cable pulley to about chest height and attach a rope or double-D handle. | Kneel upright facing the stack far enough back that the weight stack doesn't bottom out. | Grab the handle with both hands and hold it out in front at chest height. | Row the handle to the sternum by driving the elbows back and squeezing the shoulder blades together. | Return under control to the stretched starting position. | Repeat for the recommended number of repetitions.,images/flat/kneeling-cable-row-start.webp,images/flat/kneeling-cable-row-peak.webp,
l-sit,L Sit,L-Sit,L-Sit,strength,static,compound,advanced,dip_station,full_body,hip_flexors|rectus_abdominis,latissimus_dorsi|quadriceps|triceps_brachii,hypertrophy|strength,knee_safe|shoulder_safe|no_axial_load|lower_back_safe,6.0,False,False,"An advanced static hold with legs extended parallel to the floor, demanding hip flexor and core strength.",Sit on the floor or press up on parallel bars with arms straight. | Lock your elbows and depress your shoulders. | Lift your legs straight out in front of you parallel to the floor. | Form an L shape with your body. | Hold the position for the prescribed duration. | Lower your legs with control to exit.,,,images/flat/l-sit-main.webp
landmine-press,Landmine Press,Landmine Press,Press Landmine,strength,push,compound,intermediate,barbell,shoulders,anterior_deltoid|pectoralis_major,serratus_anterior|triceps_brachii,hypertrophy|strength,shoulder_focus|push_day,6.0,True,False,"A unilateral shoulder press using one end of a barbell anchored in a landmine attachment, allowing a natural arc that is easier on the shoulder joint.","Load one end of a barbell into a landmine attachment and load the other end with a plate. | Stand in a staggered or square stance and hold the sleeve end of the barbell at shoulder height with one hand. | Brace your core and press the bar forward and upward along its natural arc. | Fully extend your arm without locking the elbow, then lower the bar back under control. | Complete all reps on one side before switching.",images/flat/landmine-press-start.webp,images/flat/landmine-press-peak.webp,
lat-pulldown,Lat Pulldown,Latzug,Jalón al Pecho,strength,pull,compound,beginner,cable,back,latissimus_dorsi,biceps_brachii|posterior_deltoid|rhomboids,hypertrophy|strength,pull_day|lower_back_safe|knee_safe|no_axial_load|shoulder_safe,6.0,False,False,A cable machine exercise targeting the latissimus dorsi.,"Sit at the lat pulldown machine with thighs secured under the pads. | Grip the wide bar with an overhand grip. | Pull the bar down to your upper chest, squeezing your lats. | Slowly return the bar to the starting position. | Repeat.",images/flat/lat-pulldown-start.webp,images/flat/lat-pulldown-peak.webp,
lateral-raise,Dumbbell Lateral Raise,Kurzhantel Seitheben,Elevación Lateral con Mancuernas,strength,push,isolation,beginner,dumbbell,shoulders,lateral_deltoid,anterior_deltoid,hypertrophy,push_day|knee_safe|lower_back_safe|shoulder_safe|no_axial_load,5.0,False,False,An isolation movement targeting the lateral deltoid for shoulder width.,Stand holding dumbbells at your sides. | Raise the dumbbells out to the sides until arms are parallel to the floor. | Lower under control. | Repeat.,images/flat/lateral-raise-start.webp,images/flat/lateral-raise-peak.webp,
leg-curl,Lying Leg Curl,Liegender Beinbeuger,Curl de Piernas Tumbado,strength,pull,isolation,beginner,leg_curl,upper_legs,hamstrings,gastrocnemius,hypertrophy,leg_day|lower_back_safe|knee_safe|shoulder_safe|no_axial_load,5.0,False,False,An isolation exercise for the hamstrings using a leg curl machine.,Lie face down on the leg curl machine with ankles under the pad. | Curl your heels toward your glutes. | Squeeze your hamstrings at the top. | Lower with control. | Repeat.,images/flat/leg-curl-start.webp,images/flat/leg-curl-peak.webp,
leg-extension,Leg Extension,Beinstrecker,Extensión de Piernas,strength,push,isolation,beginner,leg_extension,upper_legs,quadriceps,,hypertrophy,leg_day|lower_back_safe|shoulder_safe|no_axial_load|knee_safe,5.0,False,False,An isolation exercise for the quadriceps using a machine.,Sit in the leg extension machine with ankles behind the pad. | Extend your legs until they are straight. | Squeeze your quads at the top. | Lower with control. | Repeat.,images/flat/leg-extension-start.webp,images/flat/leg-extension-peak.webp,
leg-press,Leg Press,Beinpresse,Prensa de Piernas,strength,push,compound,beginner,leg_press,upper_legs,gluteus_maximus|quadriceps,hamstrings,hypertrophy|strength,leg_day|lower_back_safe|shoulder_safe|no_axial_load|knee_safe,6.0,False,False,A machine-based compound movement for the quads and glutes.,Sit in the leg press machine with feet shoulder-width apart on the platform. | Release the safety catches and lower the platform by bending your knees. | Push the platform back up until legs are nearly straight. | Do not lock your knees at the top. | Repeat.,images/flat/leg-press-start.webp,images/flat/leg-press-peak.webp,
lunge,Lunge,Ausfallschritt,Zancada,strength,push,compound,intermediate,,upper_legs,gluteus_maximus|quadriceps,erector_spinae|gluteus_medius|hamstrings,hypertrophy|strength,shoulder_safe|lower_back_safe|no_axial_load|knee_safe,5.0,True,True,"A bodyweight forward lunge stepping into a long stride, training the quads, glutes, and balance one leg at a time.","Stand tall with your feet hip-width apart. | Step forward with one leg into a long stride. | Lower your back knee toward the floor until both knees form 90-degree angles. | Drive through your front heel to return to standing. | Complete reps on one side, then switch.",images/flat/lunge-start.webp,images/flat/lunge-peak.webp,
lying-leg-raise,Lying Leg Raise,Liegendes Beinheben,Elevación de Piernas Acostado,strength,pull,compound,beginner,,core,hip_flexors|rectus_abdominis,obliques|transverse_abdominis,hypertrophy|strength,core_focus,5.0,False,True,A floor-based core exercise that targets the lower abs and hip flexors by raising straight legs from a supine position.,"Lie flat on your back with legs straight and hands under your lower back or gripping a stable surface behind your head. | Keeping your legs together and core braced, raise them to vertical (or as high as flexibility allows). | Pause briefly at the top. | Lower your legs slowly toward the floor without letting them touch. | Repeat for the desired reps.",images/flat/lying-leg-raise-start.webp,images/flat/lying-leg-raise-peak.webp,
lying-tricep-extension,Lying Tricep Extension,Liegend Trizeps-Strecken,Extensión de Tríceps Tumbado,strength,push,isolation,intermediate,dumbbell,upper_arms,triceps_brachii,anterior_deltoid,hypertrophy,knee_safe|shoulder_safe|no_axial_load|lower_back_safe|requires_bench,5.0,False,False,A lying isolation exercise lowering the weight toward the forehead and extending the elbows to work the triceps.,Lie flat on a bench with a barbell or dumbbells held overhead. | Keep your upper arms vertical and elbows pointed forward. | Lower the weight toward your forehead by bending your elbows. | Extend your arms back to the starting position. | Squeeze your triceps at the top. | Repeat for the desired number of reps.,images/flat/lying-tricep-extension-start.webp,images/flat/lying-tricep-extension-peak.webp,
machine-bicep-curl,Machine Bicep Curl,Maschine Bizeps-Curl,Curl de Bíceps en Máquina,strength,pull,isolation,beginner,bicep_curl_machine,upper_arms,biceps_brachii,brachialis,hypertrophy,arm_day|knee_safe|shoulder_safe|no_axial_load|lower_back_safe,5.0,False,False,A machine-based bicep curl for isolated arm training.,Sit in the machine and adjust the pad to your arm length. | Grip the handles with an underhand grip. | Curl the handles toward your shoulders. | Lower with control. | Repeat.,images/flat/machine-bicep-curl-start.webp,images/flat/machine-bicep-curl-peak.webp,
